==30221== NVPROF is profiling process 30221, command: /usr/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=6, pipe_handle=16) --multiprocessing-fork
==30221== Profiling application: /usr/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=6, pipe_handle=16) --multiprocessing-fork
==30221== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name","Correlation_ID"
ms,ms,,,,,,,,KB,KB,MB,GB/s,,,,,,,
2894.773052,0.007169,,,,,,,,,,2.000000,272.440368,"Device",,"Tesla V100-DGXS-32GB (2)","1","82","[CUDA memset]",3985
2899.050510,0.001440,,,,,,,,,,0.003296,2.235174,"Device",,"Tesla V100-DGXS-32GB (2)","1","80","[CUDA memset]",4180
2899.063278,0.001056,,,,,,,,,,0.000015,0.014111,"Device",,"Tesla V100-DGXS-32GB (2)","1","80","[CUDA memset]",4184
2900.212833,0.012896,,,,,,,,,,10.000000,757.260003,"Device",,"Tesla V100-DGXS-32GB (2)","1","83","[CUDA memset]",4197
2944.804730,0.004255,,,,,,,,,,2.000000,459.018801,"Device",,"Tesla V100-DGXS-32GB (2)","1","84","[CUDA memset]",4215
2989.128981,0.001312,,,,,,,,,,0.000092,0.068146,"Pageable","Device","Tesla V100-DGXS-32GB (2)","1","81","[CUDA memcpy HtoD]",4221
2990.266120,0.001025,,,,,,,,,,0.000092,0.087226,"Pageable","Device","Tesla V100-DGXS-32GB (2)","1","81","[CUDA memcpy HtoD]",4223
2991.156095,0.013888,,,,,,,,,,10.000000,703.170003,"Device",,"Tesla V100-DGXS-32GB (2)","1","85","[CUDA memset]",4239
3032.344956,0.004160,,,,,,,,,,2.000000,469.501202,"Device",,"Tesla V100-DGXS-32GB (2)","1","86","[CUDA memset]",4255
3076.528697,0.001728,,,,,,,,,,0.000092,0.051740,"Pageable","Device","Tesla V100-DGXS-32GB (2)","1","81","[CUDA memcpy HtoD]",4261
3076.759287,0.001056,,,,,,,,,,0.000092,0.084666,"Pageable","Device","Tesla V100-DGXS-32GB (2)","1","81","[CUDA memcpy HtoD]",4263
3120.273563,0.011456,,,,,,,,,,8.000000,681.957053,"Device",,"Tesla V100-DGXS-32GB (2)","1","87","[CUDA memset]",4274
3167.837715,0.001824,,,,,,,,,,0.006393,3.423019,"Device",,"Tesla V100-DGXS-32GB (2)","1","80","[CUDA memset]",4280
3181.249792,0.001440,,,,,,,,,,0.000015,0.010348,"Pageable","Device","Tesla V100-DGXS-32GB (2)","1","80","[CUDA memcpy HtoD]",4289
3181.258816,0.001792,,,,,,,,,,0.006393,3.484144,"Pageable","Device","Tesla V100-DGXS-32GB (2)","1","80","[CUDA memcpy HtoD]",4292
3181.760155,0.197854,1,1,1,640,1,1,96,5.203125,40.312500,,,,,"Tesla V100-DGXS-32GB (2)","1","16","ncclKernel_AllReduce_RING_LL_Sum_float(ncclDevComm*, unsigned long, ncclWork*)",4318
3182.026968,0.224477,1,1,1,640,1,1,96,5.203125,40.312500,,,,,"Tesla V100-DGXS-32GB (2)","1","16","ncclKernel_AllReduce_RING_LL_Sum_float(ncclDevComm*, unsigned long, ncclWork*)",4368
3182.252309,0.196990,1,1,1,640,1,1,96,5.203125,40.312500,,,,,"Tesla V100-DGXS-32GB (2)","1","16","ncclKernel_AllReduce_RING_LL_Sum_float(ncclDevComm*, unsigned long, ncclWork*)",4418
3182.450291,0.182590,1,1,1,640,1,1,96,5.203125,40.312500,,,,,"Tesla V100-DGXS-32GB (2)","1","16","ncclKernel_AllReduce_RING_LL_Sum_float(ncclDevComm*, unsigned long, ncclWork*)",4468
3182.633713,0.184190,1,1,1,640,1,1,96,5.203125,40.312500,,,,,"Tesla V100-DGXS-32GB (2)","1","16","ncclKernel_AllReduce_RING_LL_Sum_float(ncclDevComm*, unsigned long, ncclWork*)",4518
